Sourcefile												
Exporttime												
												
Start Time												
End Time												
												
			22 - CO2			44 - CO2			32 - O2			28 - CO
Time		Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]
7/15/2020 02:52:13.939 	103,638	14325,238	1,90E-12	7/15/2020 02:52:14.278 	14325,349	3,98E-12	7/15/2020 02:52:14.506 	14325,578	5,50E-09	7/15/2020 02:52:14.840 	14325,911	1,12E-09
7/15/2020 02:52:15.063 	104,763	14326,363	1,91E-12	7/15/2020 02:52:15.402 	14326,474	4,69E-12	7/15/2020 02:52:15.630 	14326,701	5,11E-09	7/15/2020 02:52:15.962 	14327,034	1,15E-09
7/15/2020 02:52:16.184 	105,879	14327,479	1,91E-12	7/15/2020 02:52:16.519 	14327,59	5,75E-12	7/15/2020 02:52:16.749 	14327,82	4,74E-09	7/15/2020 02:52:17.081 	14328,153	1,19E-09
7/15/2020 02:52:17.304 	107,004	14328,604	2,04E-12	7/15/2020 02:52:17.645 	14328,716	7,83E-12	7/15/2020 02:52:17.880 	14328,952	4,39E-09	7/15/2020 02:52:18.214 	14329,285	1,25E-09
7/15/2020 02:52:18.435 	108,134	14329,734	1,92E-12	7/15/2020 02:52:18.776 	14329,847	1,22E-11	7/15/2020 02:52:19.002 	14330,074	4,08E-09	7/15/2020 02:52:19.336 	14330,408	1,33E-09
7/15/2020 02:52:19.559 	109,257	14330,857	1,90E-12	7/15/2020 02:52:19.896 	14330,968	2,23E-11	7/15/2020 02:52:20.126 	14331,197	3,78E-09	7/15/2020 02:52:20.460 	14331,531	1,45E-09
7/15/2020 02:52:20.681 	110,381	14331,981	2,12E-12	7/15/2020 02:52:21.021 	14332,092	3,79E-11	7/15/2020 02:52:21.255 	14332,326	3,49E-09	7/15/2020 02:52:21.591 	14332,662	1,60E-09
7/15/2020 02:52:21.813 	111,51	14333,11	2,27E-12	7/15/2020 02:52:22.150 	14333,221	6,13E-11	7/15/2020 02:52:22.382 	14333,453	3,22E-09	7/15/2020 02:52:22.714 	14333,786	1,78E-09
7/15/2020 02:52:22.936 	112,636	14334,236	2,33E-12	7/15/2020 02:52:23.276 	14334,347	9,69E-11	7/15/2020 02:52:23.503 	14334,574	2,97E-09	7/15/2020 02:52:23.838 	14334,909	2,02E-09
7/15/2020 02:52:24.060 	113,753	14335,353	2,96E-12	7/15/2020 02:52:24.392 	14335,464	1,48E-10	7/15/2020 02:52:24.615 	14335,686	2,74E-09	7/15/2020 02:52:24.951 	14336,022	2,30E-09
7/15/2020 02:52:25.173 	114,866	14336,466	3,33E-12	7/15/2020 02:52:25.505 	14336,577	2,15E-10	7/15/2020 02:52:25.733 	14336,804	2,51E-09	7/15/2020 02:52:26.069 	14337,14	2,65E-09
7/15/2020 02:52:26.290 	115,984	14337,584	3,76E-12	7/15/2020 02:52:26.624 	14337,695	3,04E-10	7/15/2020 02:52:26.851 	14337,923	2,30E-09	7/15/2020 02:52:27.189 	14338,26	3,06E-09
7/15/2020 02:52:27.410 	117,104	14338,704	4,66E-12	7/15/2020 02:52:27.744 	14338,815	4,10E-10	7/15/2020 02:52:27.966 	14339,037	2,11E-09	7/15/2020 02:52:28.300 	14339,371	3,52E-09
7/15/2020 02:52:28.521 	118,215	14339,815	5,24E-12	7/15/2020 02:52:28.855 	14339,926	5,28E-10	7/15/2020 02:52:29.078 	14340,149	1,94E-09	7/15/2020 02:52:29.416 	14340,487	4,06E-09
7/15/2020 02:52:29.638 	119,331	14340,931	6,10E-12	7/15/2020 02:52:29.970 	14341,042	6,70E-10	7/15/2020 02:52:30.197 	14341,268	1,79E-09	7/15/2020 02:52:30.530 	14341,602	4,64E-09
7/15/2020 02:52:30.752 	120,447	14342,047	6,83E-12	7/15/2020 02:52:31.087 	14342,158	8,15E-10	7/15/2020 02:52:31.310 	14342,381	1,64E-09	7/15/2020 02:52:31.642 	14342,714	5,30E-09
7/15/2020 02:52:31.864 	121,563	14343,163	8,27E-12	7/15/2020 02:52:32.208 	14343,279	9,77E-10	7/15/2020 02:52:32.430 	14343,501	1,52E-09	7/15/2020 02:52:32.762 	14343,834	6,01E-09
7/15/2020 02:52:32.985 	122,682	14344,282	9,80E-12	7/15/2020 02:52:33.321 	14344,393	1,14E-09	7/15/2020 02:52:33.550 	14344,621	1,41E-09	7/15/2020 02:52:33.886 	14344,957	6,79E-09
7/15/2020 02:52:34.108 	123,803	14345,403	9,28E-12	7/15/2020 02:52:34.442 	14345,514	1,30E-09	7/15/2020 02:52:34.664 	14345,736	1,32E-09	7/15/2020 02:52:34.998 	14346,069	7,61E-09
7/15/2020 02:52:35.219 	124,916	14346,516	9,36E-12	7/15/2020 02:52:35.555 	14346,627	1,45E-09	7/15/2020 02:52:35.778 	14346,85	1,23E-09	7/15/2020 02:52:36.112 	14347,183	8,49E-09
7/15/2020 02:52:36.334 	126,03	14347,63	1,04E-11	7/15/2020 02:52:36.670 	14347,741	1,60E-09	7/15/2020 02:52:36.898 	14347,97	1,15E-09	7/15/2020 02:52:37.232 	14348,303	9,42E-09
7/15/2020 02:52:37.454 	127,149	14348,749	1,21E-11	7/15/2020 02:52:37.789 	14348,86	1,74E-09	7/15/2020 02:52:38.010 	14349,082	1,09E-09	7/15/2020 02:52:38.344 	14349,415	1,03E-08
7/15/2020 02:52:38.566 	128,262	14349,862	1,28E-11	7/15/2020 02:52:38.902 	14349,973	1,88E-09	7/15/2020 02:52:39.123 	14350,195	1,04E-09	7/15/2020 02:52:39.458 	14350,53	1,13E-08
7/15/2020 02:52:39.680 	129,374	14350,974	1,44E-11	7/15/2020 02:52:40.014 	14351,085	2,00E-09	7/15/2020 02:52:40.243 	14351,315	9,83E-10	7/15/2020 02:52:40.577 	14351,649	1,23E-08
7/15/2020 02:52:40.800 	130,493	14352,093	1,54E-11	7/15/2020 02:52:41.133 	14352,204	2,11E-09	7/15/2020 02:52:41.357 	14352,428	9,40E-10	7/15/2020 02:52:41.694 	14352,765	1,33E-08
7/15/2020 02:52:41.916 	131,61	14353,21	1,62E-11	7/15/2020 02:52:42.249 	14353,321	2,21E-09	7/15/2020 02:52:42.472 	14353,543	9,02E-10	7/15/2020 02:52:42.807 	14353,878	1,43E-08
7/15/2020 02:52:43.029 	132,722	14354,322	1,71E-11	7/15/2020 02:52:43.361 	14354,433	2,30E-09	7/15/2020 02:52:43.584 	14354,655	8,69E-10	7/15/2020 02:52:43.919 	14354,99	1,53E-08
7/15/2020 02:52:44.141 	133,834	14355,434	1,74E-11	7/15/2020 02:52:44.473 	14355,545	2,39E-09	7/15/2020 02:52:44.696 	14355,768	8,44E-10	7/15/2020 02:52:45.032 	14356,103	1,62E-08
7/15/2020 02:52:45.254 	134,947	14356,547	1,84E-11	7/15/2020 02:52:45.586 	14356,658	2,46E-09	7/15/2020 02:52:45.813 	14356,884	8,17E-10	7/15/2020 02:52:46.145 	14357,217	1,72E-08
7/15/2020 02:52:46.368 	136,061	14357,661	1,84E-11	7/15/2020 02:52:46.701 	14357,772	2,53E-09	7/15/2020 02:52:46.924 	14357,995	7,92E-10	7/15/2020 02:52:47.256 	14358,328	1,81E-08
7/15/2020 02:52:47.479 	137,172	14358,772	1,91E-11	7/15/2020 02:52:47.811 	14358,883	2,59E-09	7/15/2020 02:52:48.035 	14359,107	7,74E-10	7/15/2020 02:52:48.369 	14359,441	1,90E-08
7/15/2020 02:52:48.592 	138,285	14359,885	1,95E-11	7/15/2020 02:52:48.925 	14359,996	2,65E-09	7/15/2020 02:52:49.146 	14360,218	7,55E-10	7/15/2020 02:52:49.482 	14360,554	1,99E-08
7/15/2020 02:52:49.704 	139,398	14360,998	1,96E-11	7/15/2020 02:52:50.038 	14361,109	2,70E-09	7/15/2020 02:52:50.268 	14361,339	7,40E-10	7/15/2020 02:52:50.605 	14361,676	2,07E-08
7/15/2020 02:52:50.826 	140,52	14362,12	2,01E-11	7/15/2020 02:52:51.160 	14362,231	2,75E-09	7/15/2020 02:52:51.398 	14362,469	7,16E-10	7/15/2020 02:52:51.730 	14362,802	2,15E-08
7/15/2020 02:52:51.952 	141,646	14363,246	1,93E-11	7/15/2020 02:52:52.286 	14363,357	2,77E-09	7/15/2020 02:52:52.509 	14363,58	7,06E-10	7/15/2020 02:52:52.841 	14363,913	2,22E-08
7/15/2020 02:52:53.064 	142,757	14364,357	2,02E-11	7/15/2020 02:52:53.397 	14364,468	2,80E-09	7/15/2020 02:52:53.618 	14364,69	6,93E-10	7/15/2020 02:52:53.952 	14365,023	2,29E-08
7/15/2020 02:52:54.174 	143,867	14365,467	2,08E-11	7/15/2020 02:52:54.506 	14365,578	2,83E-09	7/15/2020 02:52:54.733 	14365,804	6,80E-10	7/15/2020 02:52:55.066 	14366,138	2,36E-08
7/15/2020 02:52:55.288 	144,982	14366,582	2,06E-11	7/15/2020 02:52:55.622 	14366,693	2,85E-09	7/15/2020 02:52:55.843 	14366,915	6,71E-10	7/15/2020 02:52:56.176 	14367,248	2,43E-08
7/15/2020 02:52:56.399 	146,092	14367,692	2,05E-11	7/15/2020 02:52:56.732 	14367,803	2,86E-09	7/15/2020 02:52:56.954 	14368,026	6,61E-10	7/15/2020 02:52:57.290 	14368,362	2,48E-08
7/15/2020 02:52:57.512 	147,206	14368,806	2,09E-11	7/15/2020 02:52:57.846 	14368,917	2,88E-09	7/15/2020 02:52:58.067 	14369,139	6,53E-10	7/15/2020 02:52:58.402 	14369,474	2,54E-08
7/15/2020 02:52:58.624 	148,318	14369,918	2,05E-11	7/15/2020 02:52:58.958 	14370,029	2,89E-09	7/15/2020 02:52:59.184 	14370,256	6,45E-10	7/15/2020 02:52:59.518 	14370,589	2,59E-08
7/15/2020 02:52:59.740 	149,433	14371,033	2,08E-11	7/15/2020 02:53:00.072 	14371,144	2,90E-09	7/15/2020 02:53:00.296 	14371,367	6,36E-10	7/15/2020 02:53:00.630 	14371,701	2,64E-08
7/15/2020 02:53:00.851 	150,545	14372,145	2,11E-11	7/15/2020 02:53:01.184 	14372,256	2,90E-09	7/15/2020 02:53:01.414 	14372,485	6,29E-10	7/15/2020 02:53:01.749 	14372,82	2,68E-08
7/15/2020 02:53:01.970 	151,664	14373,264	2,13E-11	7/15/2020 02:53:02.304 	14373,375	2,91E-09	7/15/2020 02:53:02.526 	14373,597	6,22E-10	7/15/2020 02:53:02.860 	14373,931	2,72E-08
7/15/2020 02:53:03.081 	152,775	14374,375	2,08E-11	7/15/2020 02:53:03.415 	14374,486	2,92E-09	7/15/2020 02:53:03.638 	14374,709	6,16E-10	7/15/2020 02:53:03.973 	14375,044	2,76E-08
7/15/2020 02:53:04.194 	153,888	14375,488	2,13E-11	7/15/2020 02:53:04.528 	14375,599	2,93E-09	7/15/2020 02:53:04.750 	14375,821	6,08E-10	7/15/2020 02:53:05.082 	14376,154	2,79E-08
7/15/2020 02:53:05.304 	154,998	14376,598	2,06E-11	7/15/2020 02:53:05.638 	14376,709	2,94E-09	7/15/2020 02:53:05.859 	14376,931	6,05E-10	7/15/2020 02:53:06.194 	14377,266	2,83E-08
7/15/2020 02:53:06.416 	156,11	14377,71	2,12E-11	7/15/2020 02:53:06.750 	14377,821	2,95E-09	7/15/2020 02:53:06.972 	14378,043	6,00E-10	7/15/2020 02:53:07.308 	14378,379	2,86E-08
7/15/2020 02:53:07.529 	157,223	14378,823	2,16E-11	7/15/2020 02:53:07.863 	14378,934	2,97E-09	7/15/2020 02:53:08.086 	14379,157	5,93E-10	7/15/2020 02:53:08.422 	14379,493	2,89E-08
7/15/2020 02:53:08.643 	158,337	14379,937	2,17E-11	7/15/2020 02:53:08.976 	14380,048	2,98E-09	7/15/2020 02:53:09.199 	14380,27	5,89E-10	7/15/2020 02:53:09.533 	14380,604	2,91E-08
7/15/2020 02:53:09.754 	159,448	14381,048	2,20E-11	7/15/2020 02:53:10.088 	14381,159	3,00E-09	7/15/2020 02:53:10.310 	14381,381	5,83E-10	7/15/2020 02:53:10.643 	14381,715	2,94E-08
7/15/2020 02:53:10.865 	160,559	14382,159	2,17E-11	7/15/2020 02:53:11.199 	14382,27	3,02E-09	7/15/2020 02:53:11.421 	14382,492	5,78E-10	7/15/2020 02:53:11.758 	14382,829	2,96E-08
7/15/2020 02:53:11.980 	161,673	14383,273	2,22E-11	7/15/2020 02:53:12.312 	14383,384	3,04E-09	7/15/2020 02:53:12.535 	14383,606	5,71E-10	7/15/2020 02:53:12.867 	14383,939	2,98E-08
7/15/2020 02:53:13.089 	162,784	14384,384	2,23E-11	7/15/2020 02:53:13.424 	14384,495	3,05E-09	7/15/2020 02:53:13.646 	14384,717	5,67E-10	7/15/2020 02:53:13.980 	14385,051	3,00E-08
7/15/2020 02:53:14.201 	163,895	14385,495	2,22E-11	7/15/2020 02:53:14.535 	14385,606	3,07E-09	7/15/2020 02:53:14.757 	14385,828	5,64E-10	7/15/2020 02:53:15.090 	14386,162	3,02E-08
7/15/2020 02:53:15.312 	165,006	14386,606	2,16E-11	7/15/2020 02:53:15.646 	14386,717	3,09E-09	7/15/2020 02:53:15.870 	14386,941	5,59E-10	7/15/2020 02:53:16.204 	14387,275	3,04E-08
7/15/2020 02:53:16.425 	166,119	14387,719	2,22E-11	7/15/2020 02:53:16.759 	14387,83	3,10E-09	7/15/2020 02:53:16.981 	14388,052	5,57E-10	7/15/2020 02:53:17.314 	14388,386	3,05E-08
7/15/2020 02:53:17.536 	167,23	14388,83	2,26E-11	7/15/2020 02:53:17.870 	14388,941	3,11E-09	7/15/2020 02:53:18.099 	14389,171	5,52E-10	7/15/2020 02:53:18.434 	14389,506	3,07E-08
7/15/2020 02:53:18.657 	168,351	14389,951	2,24E-11	7/15/2020 02:53:18.991 	14390,062	3,11E-09	7/15/2020 02:53:19.213 	14390,284	5,48E-10	7/15/2020 02:53:19.546 	14390,618	3,09E-08
7/15/2020 02:53:19.768 	169,462	14391,062	2,26E-11	7/15/2020 02:53:20.102 	14391,173	3,11E-09	7/15/2020 02:53:20.323 	14391,395	5,46E-10	7/15/2020 02:53:20.657 	14391,729	3,10E-08
7/15/2020 02:53:20.880 	170,573	14392,173	2,15E-11	7/15/2020 02:53:21.214 	14392,285	3,11E-09	7/15/2020 02:53:21.436 	14392,507	5,48E-10	7/15/2020 02:53:21.769 	14392,841	3,11E-08
7/15/2020 02:53:21.992 	171,685	14393,285	2,28E-11	7/15/2020 02:53:22.325 	14393,396	3,11E-09	7/15/2020 02:53:22.546 	14393,618	5,65E-10	7/15/2020 02:53:22.880 	14393,952	3,13E-08
7/15/2020 02:53:23.103 	172,796	14394,396	2,25E-11	7/15/2020 02:53:23.436 	14394,507	3,10E-09	7/15/2020 02:53:23.664 	14394,736	6,21E-10	7/15/2020 02:53:23.998 	14395,069	3,13E-08
7/15/2020 02:53:24.220 	173,913	14395,513	2,23E-11	7/15/2020 02:53:24.552 	14395,624	3,12E-09	7/15/2020 02:53:24.775 	14395,846	7,58E-10	7/15/2020 02:53:25.110 	14396,181	3,13E-08
7/15/2020 02:53:25.331 	175,025	14396,625	2,25E-11	7/15/2020 02:53:25.664 	14396,736	3,14E-09	7/15/2020 02:53:25.891 	14396,963	1,05E-09	7/15/2020 02:53:26.226 	14397,298	3,12E-08
7/15/2020 02:53:26.448 	176,142	14397,742	2,29E-11	7/15/2020 02:53:26.782 	14397,853	3,23E-09	7/15/2020 02:53:27.004 	14398,075	1,53E-09	7/15/2020 02:53:27.336 	14398,408	3,09E-08
7/15/2020 02:53:27.559 	177,252	14398,852	2,46E-11	7/15/2020 02:53:27.891 	14398,963	3,39E-09	7/15/2020 02:53:28.120 	14399,192	2,25E-09	7/15/2020 02:53:28.454 	14399,525	3,04E-08
7/15/2020 02:53:28.677 	178,37	14399,97	2,71E-11	7/15/2020 02:53:29.009 	14400,081	3,68E-09	7/15/2020 02:53:29.232 	14400,304	3,23E-09	7/15/2020 02:53:29.567 	14400,638	2,96E-08
7/15/2020 02:53:29.790 	179,483	14401,083	2,81E-11	7/15/2020 02:53:30.122 	14401,194	4,06E-09	7/15/2020 02:53:30.352 	14401,424	4,44E-09	7/15/2020 02:53:30.686 	14401,757	2,85E-08
7/15/2020 02:53:30.909 	180,602	14402,202	3,18E-11	7/15/2020 02:53:31.241 	14402,313	4,56E-09	7/15/2020 02:53:31.470 	14402,541	5,85E-09	7/15/2020 02:53:31.802 	14402,874	2,72E-08
7/15/2020 02:53:32.024 	181,718	14403,318	3,48E-11	7/15/2020 02:53:32.358 	14403,429	5,13E-09	7/15/2020 02:53:32.585 	14403,657	7,34E-09	7/15/2020 02:53:32.920 	14403,991	2,56E-08
7/15/2020 02:53:33.142 	182,835	14404,435	3,88E-11	7/15/2020 02:53:33.474 	14404,546	5,71E-09	7/15/2020 02:53:33.696 	14404,768	8,82E-09	7/15/2020 02:53:34.030 	14405,101	2,39E-08
7/15/2020 02:53:34.252 	183,945	14405,545	4,29E-11	7/15/2020 02:53:34.584 	14405,656	6,27E-09	7/15/2020 02:53:34.808 	14405,879	1,03E-08	7/15/2020 02:53:35.141 	14406,212	2,21E-08
7/15/2020 02:53:35.362 	185,056	14406,656	4,58E-11	7/15/2020 02:53:35.696 	14406,767	6,75E-09	7/15/2020 02:53:35.918 	14406,989	1,16E-08	7/15/2020 02:53:36.252 	14407,323	2,03E-08
7/15/2020 02:53:36.473 	186,167	14407,767	4,80E-11	7/15/2020 02:53:36.807 	14407,878	7,15E-09	7/15/2020 02:53:37.029 	14408,1	1,27E-08	7/15/2020 02:53:37.361 	14408,433	1,85E-08
7/15/2020 02:53:37.584 	187,277	14408,877	4,98E-11	7/15/2020 02:53:37.917 	14408,988	7,42E-09	7/15/2020 02:53:38.138 	14409,21	1,36E-08	7/15/2020 02:53:38.472 	14409,544	1,67E-08
7/15/2020 02:53:38.695 	188,388	14409,988	5,11E-11	7/15/2020 02:53:39.027 	14410,099	7,57E-09	7/15/2020 02:53:39.249 	14410,321	1,43E-08	7/15/2020 02:53:39.583 	14410,654	1,51E-08
7/15/2020 02:53:39.805 	189,498	14411,098	5,10E-11	7/15/2020 02:53:40.137 	14411,209	7,62E-09	7/15/2020 02:53:40.360 	14411,431	1,49E-08	7/15/2020 02:53:40.694 	14411,765	1,35E-08
7/15/2020 02:53:40.915 	190,609	14412,209	5,12E-11	7/15/2020 02:53:41.248 	14412,32	7,55E-09	7/15/2020 02:53:41.471 	14412,542	1,53E-08	7/15/2020 02:53:41.805 	14412,876	1,21E-08
7/15/2020 02:53:42.026 	191,72	14413,32	5,00E-11	7/15/2020 02:53:42.360 	14413,431	7,39E-09	7/15/2020 02:53:42.582 	14413,653	1,55E-08	7/15/2020 02:53:42.914 	14413,986	1,09E-08
7/15/2020 02:53:43.136 	192,83	14414,43	4,84E-11	7/15/2020 02:53:43.470 	14414,541	7,19E-09	7/15/2020 02:53:43.693 	14414,764	1,56E-08	7/15/2020 02:53:44.025 	14415,097	9,74E-09
7/15/2020 02:53:44.248 	193,941	14415,541	4,70E-11	7/15/2020 02:53:44.581 	14415,652	6,93E-09	7/15/2020 02:53:44.803 	14415,875	1,56E-08	7/15/2020 02:53:45.136 	14416,208	8,74E-09
7/15/2020 02:53:45.360 	195,053	14416,653	4,50E-11	7/15/2020 02:53:45.693 	14416,764	6,64E-09	7/15/2020 02:53:45.918 	14416,989	1,55E-08	7/15/2020 02:53:46.253 	14417,324	7,85E-09
7/15/2020 02:53:46.474 	196,168	14417,768	4,32E-11	7/15/2020 02:53:46.808 	14417,879	6,34E-09	7/15/2020 02:53:47.036 	14418,107	1,54E-08	7/15/2020 02:53:47.369 	14418,441	7,08E-09
7/15/2020 02:53:47.592 	197,285	14418,885	4,12E-11	7/15/2020 02:53:47.925 	14418,996	6,02E-09	7/15/2020 02:53:48.146 	14419,218	1,52E-08	7/15/2020 02:53:48.480 	14419,551	6,40E-09
7/15/2020 02:53:48.702 	198,395	14419,995	3,94E-11	7/15/2020 02:53:49.034 	14420,106	5,73E-09	7/15/2020 02:53:49.265 	14420,337	1,50E-08	7/15/2020 02:53:49.601 	14420,673	5,82E-09
7/15/2020 02:53:49.824 	199,517	14421,117	3,71E-11	7/15/2020 02:53:50.157 	14421,228	5,42E-09	7/15/2020 02:53:50.382 	14421,453	1,48E-08	7/15/2020 02:53:50.718 	14421,789	5,32E-09
7/15/2020 02:53:50.940 	200,633	14422,233	3,51E-11	7/15/2020 02:53:51.272 	14422,344	5,14E-09	7/15/2020 02:53:51.495 	14422,566	1,46E-08	7/15/2020 02:53:51.829 	14422,9	4,92E-09
7/15/2020 02:53:52.050 	201,744	14423,344	3,39E-11	7/15/2020 02:53:52.384 	14423,455	4,87E-09	7/15/2020 02:53:52.606 	14423,677	1,44E-08	7/15/2020 02:53:52.940 	14424,011	4,55E-09
7/15/2020 02:53:53.161 	202,855	14424,455	3,19E-11	7/15/2020 02:53:53.495 	14424,566	4,64E-09	7/15/2020 02:53:53.717 	14424,788	1,42E-08	7/15/2020 02:53:54.049 	14425,121	4,24E-09
7/15/2020 02:53:54.272 	203,965	14425,565	3,06E-11	7/15/2020 02:53:54.605 	14425,676	4,41E-09	7/15/2020 02:53:54.828 	14425,899	1,39E-08	7/15/2020 02:53:55.161 	14426,233	3,97E-09
7/15/2020 02:53:55.384 	205,077	14426,677	2,90E-11	7/15/2020 02:53:55.717 	14426,788	4,19E-09	7/15/2020 02:53:55.938 	14427,01	1,37E-08	7/15/2020 02:53:56.272 	14427,344	3,74E-09
7/15/2020 02:53:56.496 	206,189	14427,789	2,75E-11	7/15/2020 02:53:56.829 	14427,9	4,01E-09	7/15/2020 02:53:57.050 	14428,122	1,36E-08	7/15/2020 02:53:57.384 	14428,455	3,54E-09
7/15/2020 02:53:57.606 	207,299	14428,899	2,65E-11	7/15/2020 02:53:57.938 	14429,01	3,83E-09	7/15/2020 02:53:58.161 	14429,233	1,34E-08	7/15/2020 02:53:58.496 	14429,568	3,38E-09
7/15/2020 02:53:58.719 	208,412	14430,012	2,61E-11	7/15/2020 02:53:59.052 	14430,123	3,67E-09	7/15/2020 02:53:59.277 	14430,348	1,32E-08	7/15/2020 02:53:59.610 	14430,682	3,23E-09
7/15/2020 02:53:59.832 	209,526	14431,126	2,53E-11	7/15/2020 02:54:00.166 	14431,237	3,52E-09	7/15/2020 02:54:00.392 	14431,463	1,31E-08	7/15/2020 02:54:00.725 	14431,796	3,11E-09
7/15/2020 02:54:00.946 	210,64	14432,24	2,41E-11	7/15/2020 02:54:01.280 	14432,351	3,38E-09	7/15/2020 02:54:01.502 	14432,573	1,30E-08	7/15/2020 02:54:01.837 	14432,908	2,99E-09
7/15/2020 02:54:02.058 	211,752	14433,352	2,30E-11	7/15/2020 02:54:02.392 	14433,463	3,25E-09	7/15/2020 02:54:02.614 	14433,685	1,28E-08	7/15/2020 02:54:02.946 	14434,018	2,90E-09
7/15/2020 02:54:03.168 	212,862	14434,462	2,23E-11	7/15/2020 02:54:03.502 	14434,573	3,14E-09	7/15/2020 02:54:03.725 	14434,796	1,27E-08	7/15/2020 02:54:04.057 	14435,129	2,82E-09
7/15/2020 02:54:04.280 	213,973	14435,573	2,15E-11	7/15/2020 02:54:04.613 	14435,684	3,03E-09	7/15/2020 02:54:04.834 	14435,906	1,26E-08	7/15/2020 02:54:05.169 	14436,241	2,74E-09
7/15/2020 02:54:05.392 	215,085	14436,685	2,11E-11	7/15/2020 02:54:05.725 	14436,796	2,93E-09	7/15/2020 02:54:05.948 	14437,019	1,26E-08	7/15/2020 02:54:06.280 	14437,352	2,67E-09
7/15/2020 02:54:06.503 	216,196	14437,796	1,98E-11	7/15/2020 02:54:06.835 	14437,907	2,84E-09	7/15/2020 02:54:07.057 	14438,129	1,25E-08	7/15/2020 02:54:07.393 	14438,465	2,61E-09
7/15/2020 02:54:07.616 	217,309	14438,909	2,04E-11	7/15/2020 02:54:07.949 	14439,02	2,76E-09	7/15/2020 02:54:08.170 	14439,242	1,24E-08	7/15/2020 02:54:08.504 	14439,575	2,56E-09
7/15/2020 02:54:08.726 	218,419	14440,019	1,97E-11	7/15/2020 02:54:09.058 	14440,13	2,67E-09	7/15/2020 02:54:09.280 	14440,352	1,24E-08	7/15/2020 02:54:09.615 	14440,686	2,52E-09
7/15/2020 02:54:09.837 	219,53	14441,13	1,87E-11	7/15/2020 02:54:10.169 	14441,241	2,58E-09	7/15/2020 02:54:10.392 	14441,463	1,23E-08	7/15/2020 02:54:10.725 	14441,796	2,47E-09
7/15/2020 02:54:10.946 	220,64	14442,24	1,83E-11	7/15/2020 02:54:11.280 	14442,351	2,50E-09	7/15/2020 02:54:11.504 	14442,576	1,23E-08	7/15/2020 02:54:11.838 	14442,909	2,43E-09
7/15/2020 02:54:12.060 	221,753	14443,353	1,78E-11	7/15/2020 02:54:12.392 	14443,464	2,43E-09	7/15/2020 02:54:12.616 	14443,687	1,23E-08	7/15/2020 02:54:12.950 	14444,021	2,39E-09
7/15/2020 02:54:13.171 	222,865	14444,465	1,67E-11	7/15/2020 02:54:13.504 	14444,576	2,35E-09	7/15/2020 02:54:13.728 	14444,799	1,22E-08	7/15/2020 02:54:14.061 	14445,132	2,36E-09
7/15/2020 02:54:14.282 	223,976	14445,576	1,64E-11	7/15/2020 02:54:14.616 	14445,687	2,28E-09	7/15/2020 02:54:14.839 	14445,91	1,22E-08	7/15/2020 02:54:15.174 	14446,245	2,33E-09
7/15/2020 02:54:15.395 	225,089	14446,689	1,59E-11	7/15/2020 02:54:15.728 	14446,8	2,20E-09	7/15/2020 02:54:15.958 	14447,029	1,22E-08	7/15/2020 02:54:16.291 	14447,363	2,30E-09
7/15/2020 02:54:16.513 	226,207	14447,807	1,64E-11	7/15/2020 02:54:16.847 	14447,918	2,13E-09	7/15/2020 02:54:17.075 	14448,147	1,21E-08	7/15/2020 02:54:17.410 	14448,482	2,27E-09
7/15/2020 02:54:17.632 	227,327	14448,927	1,41E-11	7/15/2020 02:54:17.967 	14449,038	2,07E-09	7/15/2020 02:54:18.190 	14449,261	1,21E-08	7/15/2020 02:54:18.527 	14449,598	2,24E-09
7/15/2020 02:54:18.749 	228,445	14450,045	1,42E-11	7/15/2020 02:54:19.085 	14450,156	2,01E-09	7/15/2020 02:54:19.308 	14450,379	1,20E-08	7/15/2020 02:54:19.641 	14450,713	2,22E-09
7/15/2020 02:54:19.864 	229,558	14451,158	1,29E-11	7/15/2020 02:54:20.198 	14451,269	1,94E-09	7/15/2020 02:54:20.423 	14451,494	1,19E-08	7/15/2020 02:54:20.755 	14451,827	2,20E-09
7/15/2020 02:54:20.977 	230,673	14452,273	1,24E-11	7/15/2020 02:54:21.312 	14452,384	1,88E-09	7/15/2020 02:54:21.535 	14452,606	1,19E-08	7/15/2020 02:54:21.868 	14452,939	2,17E-09
7/15/2020 02:54:22.089 	231,785	14453,385	1,11E-11	7/15/2020 02:54:22.424 	14453,496	1,83E-09	7/15/2020 02:54:22.656 	14453,727	1,18E-08	7/15/2020 02:54:22.989 	14454,06	2,15E-09
7/15/2020 02:54:23.210 	232,905	14454,505	1,08E-11	7/15/2020 02:54:23.544 	14454,616	1,78E-09	7/15/2020 02:54:23.767 	14454,838	1,18E-08	7/15/2020 02:54:24.101 	14455,172	2,13E-09
7/15/2020 02:54:24.322 	234,019	14455,619	1,17E-11	7/15/2020 02:54:24.658 	14455,73	1,74E-09	7/15/2020 02:54:24.881 	14455,953	1,17E-08	7/15/2020 02:54:25.215 	14456,286	2,11E-09
7/15/2020 02:54:25.437 	235,13	14456,73	1,17E-11	7/15/2020 02:54:25.769 	14456,841	1,69E-09	7/15/2020 02:54:25.992 	14457,063	1,17E-08	7/15/2020 02:54:26.326 	14457,397	2,10E-09
