Sourcefile												
Exporttime												
												
Start Time												
End Time												
												
			22 - CO2			44 - CO2			32 - O2			28 - CO
Time		Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]	Time	Time Relative [s]	Ion Current [A]
7/15/2020 03:44:41.376 	1631,403	17472,679	2,04E-12	7/15/2020 03:44:41.719 	17472,79	3,65E-11	7/15/2020 03:44:41.954 	17473,026	1,13E-08	7/15/2020 03:44:42.289 	17473,361	1,06E-09
7/15/2020 03:44:42.512 	1632,541	17473,817	2,00E-12	7/15/2020 03:44:42.856 	17473,928	3,61E-11	7/15/2020 03:44:43.093 	17474,164	1,13E-08	7/15/2020 03:44:43.427 	17474,499	1,06E-09
7/15/2020 03:44:43.649 	1633,679	17474,955	2,03E-12	7/15/2020 03:44:43.994 	17475,066	3,60E-11	7/15/2020 03:44:44.222 	17475,293	1,13E-08	7/15/2020 03:44:44.556 	17475,627	1,06E-09
7/15/2020 03:44:44.777 	1634,805	17476,081	1,98E-12	7/15/2020 03:44:45.120 	17476,192	3,59E-11	7/15/2020 03:44:45.353 	17476,425	1,13E-08	7/15/2020 03:44:45.689 	17476,761	1,06E-09
7/15/2020 03:44:45.912 	1635,937	17477,213	2,08E-12	7/15/2020 03:44:46.253 	17477,324	3,59E-11	7/15/2020 03:44:46.480 	17477,551	1,13E-08	7/15/2020 03:44:46.816 	17477,887	1,05E-09
7/15/2020 03:44:47.038 	1637,059	17478,335	2,07E-12	7/15/2020 03:44:47.375 	17478,446	3,61E-11	7/15/2020 03:44:47.605 	17478,676	1,13E-08	7/15/2020 03:44:47.937 	17479,009	1,06E-09
7/15/2020 03:44:48.160 	1638,188	17479,464	1,94E-12	7/15/2020 03:44:48.504 	17479,575	3,54E-11	7/15/2020 03:44:48.736 	17479,807	1,13E-08	7/15/2020 03:44:49.071 	17480,142	1,06E-09
7/15/2020 03:44:49.293 	1639,31	17480,586	2,11E-12	7/15/2020 03:44:49.625 	17480,697	3,52E-11	7/15/2020 03:44:49.858 	17480,93	1,13E-08	7/15/2020 03:44:50.195 	17481,267	1,06E-09
7/15/2020 03:44:50.417 	1640,442	17481,718	2,12E-12	7/15/2020 03:44:50.758 	17481,829	3,53E-11	7/15/2020 03:44:50.985 	17482,057	1,13E-08	7/15/2020 03:44:51.322 	17482,394	1,06E-09
7/15/2020 03:44:51.545 	1641,568	17482,844	2,04E-12	7/15/2020 03:44:51.884 	17482,955	3,55E-11	7/15/2020 03:44:52.111 	17483,182	1,13E-08	7/15/2020 03:44:52.446 	17483,517	1,06E-09
7/15/2020 03:44:52.668 	1642,688	17483,964	2,25E-12	7/15/2020 03:44:53.004 	17484,075	3,56E-11	7/15/2020 03:44:53.235 	17484,307	1,13E-08	7/15/2020 03:44:53.568 	17484,64	1,06E-09
7/15/2020 03:44:53.791 	1643,813	17485,089	2,12E-12	7/15/2020 03:44:54.128 	17485,2	3,50E-11	7/15/2020 03:44:54.355 	17485,427	1,13E-08	7/15/2020 03:44:54.691 	17485,763	1,05E-09
7/15/2020 03:44:54.913 	1644,931	17486,207	2,15E-12	7/15/2020 03:44:55.247 	17486,318	3,53E-11	7/15/2020 03:44:55.475 	17486,547	1,13E-08	7/15/2020 03:44:55.808 	17486,88	1,06E-09
7/15/2020 03:44:56.031 	1646,052	17487,328	2,08E-12	7/15/2020 03:44:56.368 	17487,439	3,50E-11	7/15/2020 03:44:56.602 	17487,674	1,13E-08	7/15/2020 03:44:56.937 	17488,009	1,06E-09
7/15/2020 03:44:57.160 	1647,191	17488,467	2,01E-12	7/15/2020 03:44:57.506 	17488,578	3,51E-11	7/15/2020 03:44:57.736 	17488,807	1,13E-08	7/15/2020 03:44:58.071 	17489,142	1,06E-09
7/15/2020 03:44:58.293 	1648,316	17489,592	2,10E-12	7/15/2020 03:44:58.632 	17489,703	3,48E-11	7/15/2020 03:44:58.864 	17489,936	1,13E-08	7/15/2020 03:44:59.200 	17490,272	1,05E-09
7/15/2020 03:44:59.423 	1649,444	17490,72	2,01E-12	7/15/2020 03:44:59.760 	17490,831	3,44E-11	7/15/2020 03:44:59.992 	17491,064	1,13E-08	7/15/2020 03:45:00.326 	17491,397	1,05E-09
7/15/2020 03:45:00.547 	1650,579	17491,855	1,90E-12	7/15/2020 03:45:00.895 	17491,966	3,45E-11	7/15/2020 03:45:01.122 	17492,194	1,13E-08	7/15/2020 03:45:01.456 	17492,528	1,06E-09
7/15/2020 03:45:01.679 	1651,701	17492,977	1,97E-12	7/15/2020 03:45:02.016 	17493,088	3,48E-11	7/15/2020 03:45:02.243 	17493,315	1,13E-08	7/15/2020 03:45:02.581 	17493,652	1,06E-09
7/15/2020 03:45:02.802 	1652,826	17494,102	2,04E-12	7/15/2020 03:45:03.142 	17494,213	3,49E-11	7/15/2020 03:45:03.369 	17494,441	1,13E-08	7/15/2020 03:45:03.703 	17494,774	1,05E-09
7/15/2020 03:45:03.925 	1653,946	17495,222	2,10E-12	7/15/2020 03:45:04.262 	17495,333	3,42E-11	7/15/2020 03:45:04.495 	17495,566	1,13E-08	7/15/2020 03:45:04.829 	17495,9	1,06E-09
7/15/2020 03:45:05.050 	1655,081	17496,357	1,97E-12	7/15/2020 03:45:05.398 	17496,469	3,46E-11	7/15/2020 03:45:05.628 	17496,699	1,13E-08	7/15/2020 03:45:05.961 	17497,033	1,05E-09
7/15/2020 03:45:06.184 	1656,206	17497,482	1,99E-12	7/15/2020 03:45:06.521 	17497,593	3,42E-11	7/15/2020 03:45:06.755 	17497,827	1,13E-08	7/15/2020 03:45:07.093 	17498,164	1,06E-09
7/15/2020 03:45:07.314 	1657,337	17498,613	2,01E-12	7/15/2020 03:45:07.653 	17498,724	3,36E-11	7/15/2020 03:45:07.880 	17498,952	1,13E-08	7/15/2020 03:45:08.214 	17499,285	1,05E-09
7/15/2020 03:45:08.435 	1658,464	17499,74	1,96E-12	7/15/2020 03:45:08.780 	17499,851	3,42E-11	7/15/2020 03:45:09.004 	17500,075	1,13E-08	7/15/2020 03:45:09.336 	17500,408	1,05E-09
7/15/2020 03:45:09.559 	1659,583	17500,859	2,06E-12	7/15/2020 03:45:09.898 	17500,97	3,39E-11	7/15/2020 03:45:10.127 	17501,198	1,13E-08	7/15/2020 03:45:10.462 	17501,533	1,05E-09
7/15/2020 03:45:10.684 	1660,706	17501,982	2,12E-12	7/15/2020 03:45:11.022 	17502,093	3,37E-11	7/15/2020 03:45:11.250 	17502,322	1,13E-08	7/15/2020 03:45:11.585 	17502,657	1,06E-09
7/15/2020 03:45:11.808 	1661,83	17503,106	1,96E-12	7/15/2020 03:45:12.145 	17503,217	3,37E-11	7/15/2020 03:45:12.373 	17503,444	1,13E-08	7/15/2020 03:45:12.710 	17503,781	1,05E-09
7/15/2020 03:45:12.931 	1662,954	17504,23	2,06E-12	7/15/2020 03:45:13.270 	17504,341	3,31E-11	7/15/2020 03:45:13.505 	17504,577	1,13E-08	7/15/2020 03:45:13.843 	17504,915	1,05E-09
7/15/2020 03:45:14.065 	1664,088	17505,364	1,97E-12	7/15/2020 03:45:14.403 	17505,475	3,35E-11	7/15/2020 03:45:14.631 	17505,702	1,13E-08	7/15/2020 03:45:14.966 	17506,037	1,06E-09
7/15/2020 03:45:15.187 	1665,212	17506,488	2,03E-12	7/15/2020 03:45:15.528 	17506,599	3,25E-11	7/15/2020 03:45:15.757 	17506,828	1,13E-08	7/15/2020 03:45:16.092 	17507,163	1,05E-09
7/15/2020 03:45:16.313 	1666,336	17507,612	2,03E-12	7/15/2020 03:45:16.652 	17507,723	3,31E-11	7/15/2020 03:45:16.880 	17507,951	1,13E-08	7/15/2020 03:45:17.213 	17508,284	1,06E-09
7/15/2020 03:45:17.434 	1667,457	17508,733	2,19E-12	7/15/2020 03:45:17.773 	17508,844	3,31E-11	7/15/2020 03:45:18.001 	17509,073	1,13E-08	7/15/2020 03:45:18.335 	17509,406	1,05E-09
7/15/2020 03:45:18.557 	1668,588	17509,864	1,98E-12	7/15/2020 03:45:18.904 	17509,975	3,34E-11	7/15/2020 03:45:19.135 	17510,206	1,13E-08	7/15/2020 03:45:19.468 	17510,539	1,05E-09
7/15/2020 03:45:19.689 	1669,715	17510,991	2,10E-12	7/15/2020 03:45:20.031 	17511,102	3,31E-11	7/15/2020 03:45:20.262 	17511,333	1,13E-08	7/15/2020 03:45:20.597 	17511,668	1,06E-09
7/15/2020 03:45:20.818 	1670,842	17512,118	2,05E-12	7/15/2020 03:45:21.158 	17512,229	3,29E-11	7/15/2020 03:45:21.392 	17512,463	1,13E-08	7/15/2020 03:45:21.728 	17512,8	1,05E-09
7/15/2020 03:45:21.951 	1671,975	17513,251	2,08E-12	7/15/2020 03:45:22.290 	17513,362	3,25E-11	7/15/2020 03:45:22.527 	17513,598	1,13E-08	7/15/2020 03:45:22.860 	17513,931	1,06E-09
7/15/2020 03:45:23.081 	1673,113	17514,389	1,97E-12	7/15/2020 03:45:23.429 	17514,5	3,27E-11	7/15/2020 03:45:23.662 	17514,733	1,13E-08	7/15/2020 03:45:23.998 	17515,069	1,06E-09
7/15/2020 03:45:24.220 	1674,242	17515,518	2,07E-12	7/15/2020 03:45:24.558 	17515,629	3,21E-11	7/15/2020 03:45:24.787 	17515,859	1,13E-08	7/15/2020 03:45:25.123 	17516,195	1,06E-09
7/15/2020 03:45:25.345 	1675,367	17516,643	2,02E-12	7/15/2020 03:45:25.682 	17516,754	3,23E-11	7/15/2020 03:45:25.926 	17516,997	1,13E-08	7/15/2020 03:45:26.261 	17517,332	1,06E-09
7/15/2020 03:45:26.482 	1676,5	17517,776	2,21E-12	7/15/2020 03:45:26.816 	17517,887	3,20E-11	7/15/2020 03:45:27.048 	17518,119	1,13E-08	7/15/2020 03:45:27.384 	17518,455	1,05E-09
7/15/2020 03:45:27.606 	1677,631	17518,907	2,00E-12	7/15/2020 03:45:27.946 	17519,018	3,25E-11	7/15/2020 03:45:28.176 	17519,248	1,13E-08	7/15/2020 03:45:28.512 	17519,583	1,05E-09
7/15/2020 03:45:28.734 	1678,76	17520,036	1,96E-12	7/15/2020 03:45:29.075 	17520,147	3,22E-11	7/15/2020 03:45:29.303 	17520,374	1,13E-08	7/15/2020 03:45:29.639 	17520,71	1,05E-09
7/15/2020 03:45:29.861 	1679,886	17521,162	1,98E-12	7/15/2020 03:45:30.201 	17521,273	3,16E-11	7/15/2020 03:45:30.429 	17521,5	1,13E-08	7/15/2020 03:45:30.765 	17521,836	1,06E-09
7/15/2020 03:45:30.986 	1681,011	17522,287	1,95E-12	7/15/2020 03:45:31.327 	17522,398	3,13E-11	7/15/2020 03:45:31.553 	17522,625	1,13E-08	7/15/2020 03:45:31.888 	17522,959	1,06E-09
7/15/2020 03:45:32.110 	1682,132	17523,408	2,07E-12	7/15/2020 03:45:32.448 	17523,519	3,18E-11	7/15/2020 03:45:32.679 	17523,75	1,13E-08	7/15/2020 03:45:33.013 	17524,084	1,05E-09
7/15/2020 03:45:33.234 	1683,265	17524,541	2,13E-12	7/15/2020 03:45:33.581 	17524,652	3,17E-11	7/15/2020 03:45:33.808 	17524,879	1,13E-08	7/15/2020 03:45:34.142 	17525,213	1,05E-09
7/15/2020 03:45:34.364 	1684,386	17525,662	2,10E-12	7/15/2020 03:45:34.702 	17525,773	3,16E-11	7/15/2020 03:45:34.936 	17526,008	1,13E-08	7/15/2020 03:45:35.273 	17526,345	1,06E-09
7/15/2020 03:45:35.496 	1685,526	17526,802	1,92E-12	7/15/2020 03:45:35.841 	17526,913	3,15E-11	7/15/2020 03:45:36.074 	17527,146	1,13E-08	7/15/2020 03:45:36.408 	17527,48	1,05E-09
7/15/2020 03:45:36.631 	1686,653	17527,929	2,07E-12	7/15/2020 03:45:36.968 	17528,04	3,10E-11	7/15/2020 03:45:37.201 	17528,273	1,13E-08	7/15/2020 03:45:37.536 	17528,608	1,06E-09
7/15/2020 03:45:37.759 	1687,78	17529,056	2,06E-12	7/15/2020 03:45:38.096 	17529,167	3,06E-11	7/15/2020 03:45:38.327 	17529,398	1,13E-08	7/15/2020 03:45:38.663 	17529,734	1,05E-09
7/15/2020 03:45:38.885 	1688,907	17530,183	2,04E-12	7/15/2020 03:45:39.223 	17530,294	3,09E-11	7/15/2020 03:45:39.450 	17530,522	1,13E-08	7/15/2020 03:45:39.784 	17530,856	1,05E-09
7/15/2020 03:45:40.007 	1690,024	17531,3	2,06E-12	7/15/2020 03:45:40.339 	17531,411	3,07E-11	7/15/2020 03:45:40.568 	17531,639	1,13E-08	7/15/2020 03:45:40.902 	17531,973	1,05E-09
7/15/2020 03:45:41.123 	1691,147	17532,423	1,89E-12	7/15/2020 03:45:41.463 	17532,534	3,08E-11	7/15/2020 03:45:41.697 	17532,769	1,13E-08	7/15/2020 03:45:42.032 	17533,104	1,06E-09
7/15/2020 03:45:42.255 	1692,277	17533,553	1,94E-12	7/15/2020 03:45:42.592 	17533,664	3,10E-11	7/15/2020 03:45:42.829 	17533,9	1,13E-08	7/15/2020 03:45:43.164 	17534,235	1,05E-09
7/15/2020 03:45:43.385 	1693,407	17534,683	2,02E-12	7/15/2020 03:45:43.722 	17534,794	3,10E-11	7/15/2020 03:45:43.958 	17535,029	1,13E-08	7/15/2020 03:45:44.293 	17535,364	1,06E-09
7/15/2020 03:45:44.514 	1694,537	17535,813	2,11E-12	7/15/2020 03:45:44.853 	17535,924	3,09E-11	7/15/2020 03:45:45.081 	17536,153	1,13E-08	7/15/2020 03:45:45.416 	17536,487	1,05E-09
7/15/2020 03:45:45.638 	1695,659	17536,935	2,07E-12	7/15/2020 03:45:45.975 	17537,046	3,09E-11	7/15/2020 03:45:46.210 	17537,282	1,13E-08	7/15/2020 03:45:46.544 	17537,615	1,05E-09
7/15/2020 03:45:46.766 	1696,788	17538,064	2,11E-12	7/15/2020 03:45:47.104 	17538,175	3,05E-11	7/15/2020 03:45:47.336 	17538,407	1,13E-08	7/15/2020 03:45:47.669 	17538,74	1,05E-09
7/15/2020 03:45:47.891 	1697,919	17539,195	1,99E-12	7/15/2020 03:45:48.234 	17539,306	3,07E-11	7/15/2020 03:45:48.464 	17539,536	1,13E-08	7/15/2020 03:45:48.799 	17539,87	1,05E-09
7/15/2020 03:45:49.021 	1699,043	17540,319	1,94E-12	7/15/2020 03:45:49.359 	17540,43	3,05E-11	7/15/2020 03:45:49.585 	17540,657	1,13E-08	7/15/2020 03:45:49.921 	17540,993	1,05E-09
7/15/2020 03:45:50.144 	1700,167	17541,443	2,09E-12	7/15/2020 03:45:50.482 	17541,554	3,03E-11	7/15/2020 03:45:50.710 	17541,781	1,13E-08	7/15/2020 03:45:51.046 	17542,117	1,05E-09
7/15/2020 03:45:51.267 	1701,29	17542,566	1,94E-12	7/15/2020 03:45:51.606 	17542,677	2,98E-11	7/15/2020 03:45:51.832 	17542,904	1,13E-08	7/15/2020 03:45:52.167 	17543,238	1,05E-09
7/15/2020 03:45:52.389 	1702,416	17543,692	2,05E-12	7/15/2020 03:45:52.732 	17543,803	3,00E-11	7/15/2020 03:45:52.960 	17544,032	1,13E-08	7/15/2020 03:45:53.295 	17544,366	1,05E-09
7/15/2020 03:45:53.517 	1703,534	17544,81	2,08E-12	7/15/2020 03:45:53.849 	17544,921	3,01E-11	7/15/2020 03:45:54.079 	17545,15	1,13E-08	7/15/2020 03:45:54.413 	17545,484	1,05E-09
7/15/2020 03:45:54.634 	1704,655	17545,931	2,11E-12	7/15/2020 03:45:54.970 	17546,042	2,95E-11	7/15/2020 03:45:55.208 	17546,279	1,13E-08	7/15/2020 03:45:55.544 	17546,616	1,06E-09
7/15/2020 03:45:55.767 	1705,79	17547,066	1,99E-12	7/15/2020 03:45:56.105 	17547,177	2,98E-11	7/15/2020 03:45:56.338 	17547,41	1,13E-08	7/15/2020 03:45:56.672 	17547,743	1,05E-09
7/15/2020 03:45:56.894 	1706,923	17548,199	2,02E-12	7/15/2020 03:45:57.239 	17548,31	2,96E-11	7/15/2020 03:45:57.466 	17548,538	1,13E-08	7/15/2020 03:45:57.802 	17548,874	1,05E-09
7/15/2020 03:45:58.024 	1708,047	17549,323	2,00E-12	7/15/2020 03:45:58.362 	17549,434	2,93E-11	7/15/2020 03:45:58.598 	17549,669	1,12E-08	7/15/2020 03:45:58.930 	17550,002	1,05E-09
7/15/2020 03:45:59.152 	1709,175	17550,451	1,92E-12	7/15/2020 03:45:59.490 	17550,562	3,00E-11	7/15/2020 03:45:59.720 	17550,791	1,10E-08	7/15/2020 03:46:00.054 	17551,125	1,05E-09
7/15/2020 03:46:00.275 	1710,305	17551,581	1,96E-12	7/15/2020 03:46:00.621 	17551,692	2,97E-11	7/15/2020 03:46:00.850 	17551,922	1,09E-08	7/15/2020 03:46:01.184 	17552,255	1,06E-09
7/15/2020 03:46:01.406 	1711,427	17552,703	1,98E-12	7/15/2020 03:46:01.743 	17552,814	2,99E-11	7/15/2020 03:46:01.977 	17553,049	1,06E-08	7/15/2020 03:46:02.311 	17553,382	1,05E-09
7/15/2020 03:46:02.533 	1712,555	17553,831	1,98E-12	7/15/2020 03:46:02.871 	17553,942	2,86E-11	7/15/2020 03:46:03.097 	17554,169	1,03E-08	7/15/2020 03:46:03.431 	17554,502	1,06E-09
7/15/2020 03:46:03.653 	1713,675	17554,951	2,10E-12	7/15/2020 03:46:03.991 	17555,062	2,93E-11	7/15/2020 03:46:04.223 	17555,294	9,94E-09	7/15/2020 03:46:04.560 	17555,631	1,05E-09
7/15/2020 03:46:04.782 	1714,809	17556,085	1,98E-12	7/15/2020 03:46:05.125 	17556,196	2,93E-11	7/15/2020 03:46:05.366 	17556,437	9,51E-09	7/15/2020 03:46:05.701 	17556,772	1,05E-09
7/15/2020 03:46:05.922 	1715,946	17557,222	1,97E-12	7/15/2020 03:46:06.262 	17557,333	2,94E-11	7/15/2020 03:46:06.488 	17557,56	9,03E-09	7/15/2020 03:46:06.823 	17557,894	1,06E-09
7/15/2020 03:46:07.045 	1717,067	17558,343	2,01E-12	7/15/2020 03:46:07.383 	17558,454	2,94E-11	7/15/2020 03:46:07.613 	17558,684	8,53E-09	7/15/2020 03:46:07.950 	17559,021	1,05E-09
7/15/2020 03:46:08.172 	1718,193	17559,469	1,92E-12	7/15/2020 03:46:08.509 	17559,58	2,89E-11	7/15/2020 03:46:08.736 	17559,808	8,02E-09	7/15/2020 03:46:09.070 	17560,141	1,05E-09
7/15/2020 03:46:09.292 	1719,321	17560,597	2,11E-12	7/15/2020 03:46:09.637 	17560,708	2,90E-11	7/15/2020 03:46:09.875 	17560,947	7,49E-09	7/15/2020 03:46:10.210 	17561,282	1,05E-09
7/15/2020 03:46:10.432 	1720,456	17561,732	2,00E-12	7/15/2020 03:46:10.771 	17561,843	2,87E-11	7/15/2020 03:46:11.000 	17562,071	6,99E-09	7/15/2020 03:46:11.333 	17562,404	1,06E-09
7/15/2020 03:46:11.554 	1721,584	17562,86	2,00E-12	7/15/2020 03:46:11.900 	17562,971	2,84E-11	7/15/2020 03:46:12.127 	17563,198	6,50E-09	7/15/2020 03:46:12.462 	17563,533	1,07E-09
7/15/2020 03:46:12.684 	1722,707	17563,983	1,91E-12	7/15/2020 03:46:13.023 	17564,094	2,89E-11	7/15/2020 03:46:13.249 	17564,321	6,04E-09	7/15/2020 03:46:13.584 	17564,656	1,07E-09
7/15/2020 03:46:13.807 	1723,827	17565,103	2,07E-12	7/15/2020 03:46:14.144 	17565,215	2,92E-11	7/15/2020 03:46:14.376 	17565,448	5,61E-09	7/15/2020 03:46:14.711 	17565,782	1,08E-09
7/15/2020 03:46:14.933 	1724,955	17566,231	2,04E-12	7/15/2020 03:46:15.271 	17566,342	2,97E-11	7/15/2020 03:46:15.498 	17566,57	5,20E-09	7/15/2020 03:46:15.832 	17566,903	1,09E-09
7/15/2020 03:46:16.054 	1726,085	17567,361	2,03E-12	7/15/2020 03:46:16.400 	17567,472	3,09E-11	7/15/2020 03:46:16.629 	17567,7	4,82E-09	7/15/2020 03:46:16.963 	17568,035	1,11E-09
7/15/2020 03:46:17.185 	1727,209	17568,485	1,99E-12	7/15/2020 03:46:17.525 	17568,596	3,47E-11	7/15/2020 03:46:17.752 	17568,824	4,48E-09	7/15/2020 03:46:18.087 	17569,158	1,15E-09
7/15/2020 03:46:18.309 	1728,331	17569,607	2,10E-12	7/15/2020 03:46:18.647 	17569,718	4,05E-11	7/15/2020 03:46:18.873 	17569,945	4,16E-09	7/15/2020 03:46:19.208 	17570,28	1,19E-09
7/15/2020 03:46:19.431 	1729,453	17570,729	2,07E-12	7/15/2020 03:46:19.768 	17570,84	4,91E-11	7/15/2020 03:46:19.997 	17571,068	3,86E-09	7/15/2020 03:46:20.329 	17571,401	1,26E-09
7/15/2020 03:46:20.552 	1730,574	17571,85	1,99E-12	7/15/2020 03:46:20.889 	17571,961	6,48E-11	7/15/2020 03:46:21.117 	17572,188	3,58E-09	7/15/2020 03:46:21.452 	17572,523	1,35E-09
7/15/2020 03:46:21.673 	1731,691	17572,967	2,38E-12	7/15/2020 03:46:22.007 	17573,078	9,03E-11	7/15/2020 03:46:22.238 	17573,309	3,30E-09	7/15/2020 03:46:22.573 	17573,644	1,47E-09
7/15/2020 03:46:22.794 	1732,818	17574,094	2,60E-12	7/15/2020 03:46:23.134 	17574,205	1,28E-10	7/15/2020 03:46:23.363 	17574,435	3,05E-09	7/15/2020 03:46:23.698 	17574,77	1,63E-09
7/15/2020 03:46:23.920 	1733,938	17575,214	3,00E-12	7/15/2020 03:46:24.254 	17575,325	1,83E-10	7/15/2020 03:46:24.487 	17575,558	2,81E-09	7/15/2020 03:46:24.824 	17575,895	1,83E-09
7/15/2020 03:46:25.046 	1735,063	17576,339	3,60E-12	7/15/2020 03:46:25.378 	17576,45	2,57E-10	7/15/2020 03:46:25.606 	17576,677	2,59E-09	7/15/2020 03:46:25.943 	17577,014	2,09E-09
7/15/2020 03:46:26.165 	1736,182	17577,458	4,18E-12	7/15/2020 03:46:26.497 	17577,569	3,51E-10	7/15/2020 03:46:26.725 	17577,796	2,38E-09	7/15/2020 03:46:27.059 	17578,131	2,41E-09
7/15/2020 03:46:27.281 	1737,299	17578,575	4,82E-12	7/15/2020 03:46:27.615 	17578,686	4,63E-10	7/15/2020 03:46:27.842 	17578,914	2,18E-09	7/15/2020 03:46:28.176 	17579,248	2,79E-09
7/15/2020 03:46:28.399 	1738,416	17579,692	5,85E-12	7/15/2020 03:46:28.732 	17579,803	5,95E-10	7/15/2020 03:46:28.962 	17580,034	2,00E-09	7/15/2020 03:46:29.296 	17580,368	3,25E-09
7/15/2020 03:46:29.519 	1739,536	17580,812	6,69E-12	7/15/2020 03:46:29.852 	17580,923	7,43E-10	7/15/2020 03:46:30.083 	17581,155	1,84E-09	7/15/2020 03:46:30.417 	17581,489	3,79E-09
7/15/2020 03:46:30.640 	1740,657	17581,933	7,65E-12	7/15/2020 03:46:30.976 	17582,048	9,11E-10	7/15/2020 03:46:31.206 	17582,277	1,69E-09	7/15/2020 03:46:31.541 	17582,612	4,40E-09
7/15/2020 03:46:31.762 	1741,782	17583,058	8,66E-12	7/15/2020 03:46:32.097 	17583,169	1,08E-09	7/15/2020 03:46:32.328 	17583,4	1,56E-09	7/15/2020 03:46:32.664 	17583,736	5,09E-09
7/15/2020 03:46:32.887 	1742,91	17584,186	8,16E-12	7/15/2020 03:46:33.225 	17584,297	1,26E-09	7/15/2020 03:46:33.455 	17584,526	1,45E-09	7/15/2020 03:46:33.789 	17584,86	5,86E-09
7/15/2020 03:46:34.010 	1744,03	17585,306	1,01E-11	7/15/2020 03:46:34.345 	17585,417	1,43E-09	7/15/2020 03:46:34.574 	17585,645	1,34E-09	7/15/2020 03:46:34.908 	17585,979	6,66E-09
7/15/2020 03:46:35.129 	1745,148	17586,424	1,02E-11	7/15/2020 03:46:35.464 	17586,535	1,61E-09	7/15/2020 03:46:35.686 	17586,757	1,25E-09	7/15/2020 03:46:36.021 	17587,092	7,53E-09
7/15/2020 03:46:36.242 	1746,261	17587,537	1,22E-11	7/15/2020 03:46:36.576 	17587,648	1,77E-09	7/15/2020 03:46:36.805 	17587,876	1,17E-09	7/15/2020 03:46:37.139 	17588,211	8,45E-09
7/15/2020 03:46:37.361 	1747,379	17588,655	1,28E-11	7/15/2020 03:46:37.695 	17588,766	1,94E-09	7/15/2020 03:46:37.918 	17588,989	1,10E-09	7/15/2020 03:46:38.252 	17589,323	9,40E-09
7/15/2020 03:46:38.473 	1748,494	17589,77	1,49E-11	7/15/2020 03:46:38.809 	17589,881	2,09E-09	7/15/2020 03:46:39.032 	17590,104	1,04E-09	7/15/2020 03:46:39.367 	17590,438	1,04E-08
7/15/2020 03:46:39.589 	1749,607	17590,883	1,63E-11	7/15/2020 03:46:39.922 	17590,994	2,24E-09	7/15/2020 03:46:40.152 	17591,224	9,90E-10	7/15/2020 03:46:40.487 	17591,558	1,14E-08
7/15/2020 03:46:40.709 	1750,726	17592,002	1,77E-11	7/15/2020 03:46:41.041 	17592,113	2,39E-09	7/15/2020 03:46:41.266 	17592,338	9,46E-10	7/15/2020 03:46:41.601 	17592,673	1,24E-08
7/15/2020 03:46:41.824 	1751,841	17593,117	1,78E-11	7/15/2020 03:46:42.157 	17593,228	2,53E-09	7/15/2020 03:46:42.378 	17593,45	9,08E-10	7/15/2020 03:46:42.713 	17593,785	1,34E-08
7/15/2020 03:46:42.936 	1752,953	17594,229	1,94E-11	7/15/2020 03:46:43.269 	17594,34	2,64E-09	7/15/2020 03:46:43.491 	17594,563	8,73E-10	7/15/2020 03:46:43.824 	17594,896	1,44E-08
7/15/2020 03:46:44.047 	1754,064	17595,34	2,01E-11	7/15/2020 03:46:44.380 	17595,451	2,77E-09	7/15/2020 03:46:44.601 	17595,673	8,43E-10	7/15/2020 03:46:44.936 	17596,008	1,54E-08
7/15/2020 03:46:45.159 	1755,176	17596,452	2,07E-11	7/15/2020 03:46:45.491 	17596,563	2,87E-09	7/15/2020 03:46:45.720 	17596,791	8,17E-10	7/15/2020 03:46:46.054 	17597,125	1,64E-08
7/15/2020 03:46:46.275 	1756,293	17597,569	2,16E-11	7/15/2020 03:46:46.608 	17597,68	2,98E-09	7/15/2020 03:46:46.831 	17597,902	7,96E-10	7/15/2020 03:46:47.164 	17598,235	1,73E-08
7/15/2020 03:46:47.385 	1757,403	17598,679	2,22E-11	7/15/2020 03:46:47.719 	17598,79	3,06E-09	7/15/2020 03:46:47.942 	17599,013	7,75E-10	7/15/2020 03:46:48.275 	17599,347	1,82E-08
7/15/2020 03:46:48.497 	1758,515	17599,791	2,25E-11	7/15/2020 03:46:48.831 	17599,902	3,15E-09	7/15/2020 03:46:49.054 	17600,125	7,51E-10	7/15/2020 03:46:49.388 	17600,459	1,91E-08
7/15/2020 03:46:49.609 	1759,627	17600,903	2,33E-11	7/15/2020 03:46:49.943 	17601,014	3,22E-09	7/15/2020 03:46:50.170 	17601,242	7,39E-10	7/15/2020 03:46:50.504 	17601,575	1,99E-08
7/15/2020 03:46:50.726 	1760,743	17602,019	2,39E-11	7/15/2020 03:46:51.058 	17602,13	3,29E-09	7/15/2020 03:46:51.282 	17602,354	7,20E-10	7/15/2020 03:46:51.616 	17602,687	2,07E-08
7/15/2020 03:46:51.838 	1761,855	17603,131	2,37E-11	7/15/2020 03:46:52.170 	17603,242	3,35E-09	7/15/2020 03:46:52.394 	17603,466	7,05E-10	7/15/2020 03:46:52.728 	17603,8	2,15E-08
7/15/2020 03:46:52.951 	1762,968	17604,244	2,45E-11	7/15/2020 03:46:53.283 	17604,355	3,41E-09	7/15/2020 03:46:53.511 	17604,582	6,91E-10	7/15/2020 03:46:53.845 	17604,916	2,22E-08
